ID,Sales
T1188525,59537.21
T1188526,27195.28
T1188527,34770.793
T1188528,31664.336
T1188529,44391.027
T1188530,34770.793
T1188531,45971.0
T1188532,34414.523
T1188533,34191.164
T1188534,34191.164
T1188535,50845.01
T1188536,59537.21
T1188537,54928.258
T1188538,54928.258
T1188539,43313.777
T1188540,37290.383
T1188541,34770.793
T1188542,59537.21
T1188543,34770.793
T1188544,34414.523
T1188545,34191.164
T1188546,27160.139
T1188547,34414.523
T1188548,45473.785
T1188549,27195.28
T1188550,32676.52
T1188551,34414.523
T1188552,18821.01
T1188553,34770.793
T1188554,59537.21
T1188555,34414.523
T1188556,50845.01
T1188557,21629.074
T1188558,27160.139
T1188559,32676.52
T1188560,34770.793
T1188561,37290.383
T1188562,24706.55
T1188563,34414.523
T1188564,54928.258
T1188565,37290.383
T1188566,37946.17
T1188567,44391.027
T1188568,21629.074
T1188569,34770.793
T1188570,34191.164
T1188571,25579.508
T1188572,59537.21
T1188573,28253.648
T1188574,34191.164
T1188575,34770.793
T1188576,59537.21
T1188577,34414.523
T1188578,28253.648
T1188579,32676.52
T1188580,32676.52
T1188581,29462.072
T1188582,25667.453
T1188583,29301.29
T1188584,24706.55
T1188585,75741.93
T1188586,34414.523
T1188587,44391.027
T1188588,29301.29
T1188589,23292.162
T1188590,34770.793
T1188591,26381.44
T1188592,27872.49
T1188593,18821.01
T1188594,59537.21
T1188595,29462.072
T1188596,34191.164
T1188597,75741.93
T1188598,59537.21
T1188599,49980.055
T1188600,29301.29
T1188601,39651.5
T1188602,25239.96
T1188603,69453.84
T1188604,34770.793
T1188605,44391.027
T1188606,25667.453
T1188607,53218.875
T1188608,37946.17
T1188609,25239.96
T1188610,54928.258
T1188611,27160.139
T1188612,43313.777
T1188613,44391.027
T1188614,50845.01
T1188615,28253.648
T1188616,51707.68
T1188617,27160.139
T1188618,45473.785
T1188619,21629.074
T1188620,34770.793
T1188621,29462.072
T1188622,32676.52
T1188623,44391.027
T1188624,23025.732
T1188625,54928.258
T1188626,32676.52
T1188627,32676.52
T1188628,39651.5
T1188629,29462.072
T1188630,34191.164
T1188631,27160.139
T1188632,37290.383
T1188633,34414.523
T1188634,29301.29
T1188635,37946.17
T1188636,25579.508
T1188637,44391.027
T1188638,28253.648
T1188639,59537.21
T1188640,23025.732
T1188641,32676.52
T1188642,34883.406
T1188643,37290.383
T1188644,25239.96
T1188645,29481.588
T1188646,29462.072
T1188647,28253.648
T1188648,34191.164
T1188649,25239.96
T1188650,28020.086
T1188651,29462.072
T1188652,58495.305
T1188653,44391.027
T1188654,34770.793
T1188655,26381.44
T1188656,41330.45
T1188657,39651.5
T1188658,37290.383
T1188659,44036.973
T1188660,29462.072
T1188661,50845.01
T1188662,59537.21
T1188663,34414.523
T1188664,18821.01
T1188665,34770.793
T1188666,45971.0
T1188667,34770.793
T1188668,59537.21
T1188669,59537.21
T1188670,59537.21
T1188671,59537.21
T1188672,59537.21
T1188673,50845.01
T1188674,34191.164
T1188675,44391.027
T1188676,34191.164
T1188677,25667.453
T1188678,44519.258
T1188679,50845.01
T1188680,23025.732
T1188681,25667.453
T1188682,45636.562
T1188683,37946.17
T1188684,23025.732
T1188685,59537.21
T1188686,34414.523
T1188687,44391.027
T1188688,29301.29
T1188689,44391.027
T1188690,34414.523
T1188691,46292.37
T1188692,34191.164
T1188693,59537.21
T1188694,22587.873
T1188695,27160.139
T1188696,43337.227
T1188697,29462.072
T1188698,59537.21
T1188699,54928.258
T1188700,39936.195
T1188701,24690.582
T1188702,58495.305
T1188703,26381.44
T1188704,32676.52
T1188705,51707.68
T1188706,59537.21
T1188707,32676.52
T1188708,22587.873
T1188709,45636.562
T1188710,59537.21
T1188711,37290.383
T1188712,27160.139
T1188713,59537.21
T1188714,34414.523
T1188715,28253.648
T1188716,18821.01
T1188717,59537.21
T1188718,34770.793
T1188719,34770.793
T1188720,20051.148
T1188721,23025.732
T1188722,59537.21
T1188723,59537.21
T1188724,18821.01
T1188725,34414.523
T1188726,41330.45
T1188727,34191.164
T1188728,46292.37
T1188729,34770.793
T1188730,39651.5
T1188731,50845.01
T1188732,29462.072
T1188733,45473.785
T1188734,59537.21
T1188735,20051.148
T1188736,27195.28
T1188737,28253.648
T1188738,20923.104
T1188739,34414.523
T1188740,34414.523
T1188741,34414.523
T1188742,45971.0
T1188743,34414.523
T1188744,37290.383
T1188745,50845.01
T1188746,37946.17
T1188747,34191.164
T1188748,44391.027
T1188749,28253.648
T1188750,29462.072
T1188751,59537.21
T1188752,21629.074
T1188753,59537.21
T1188754,34770.793
T1188755,44036.973
T1188756,34191.164
T1188757,32676.52
T1188758,54928.258
T1188759,59537.21
T1188760,39651.5
T1188761,34414.523
T1188762,50845.01
T1188763,44391.027
T1188764,21629.074
T1188765,41330.45
T1188766,34191.164
T1188767,34770.793
T1188768,27160.139
T1188769,25579.508
T1188770,50845.01
T1188771,44391.027
T1188772,34770.793
T1188773,59537.21
T1188774,37290.383
T1188775,34414.523
T1188776,24706.55
T1188777,22587.873
T1188778,18821.01
T1188779,44391.027
T1188780,43337.227
T1188781,34770.793
T1188782,47105.797
T1188783,28253.648
T1188784,25239.96
T1188785,29301.29
T1188786,44391.027
T1188787,37290.383
T1188788,34414.523
T1188789,20051.148
T1188790,26164.77
T1188791,34191.164
T1188792,25579.508
T1188793,45636.562
T1188794,34191.164
T1188795,34883.406
T1188796,29301.29
T1188797,54928.258
T1188798,37290.383
T1188799,23025.732
T1188800,58495.305
T1188801,28020.086
T1188802,24690.582
T1188803,29462.072
T1188804,28020.086
T1188805,34770.793
T1188806,29462.072
T1188807,28253.648
T1188808,34191.164
T1188809,45473.785
T1188810,25667.453
T1188811,24706.55
T1188812,34191.164
T1188813,25239.96
T1188814,34770.793
T1188815,23292.162
T1188816,34191.164
T1188817,34191.164
T1188818,28253.648
T1188819,51707.68
T1188820,37946.17
T1188821,29462.072
T1188822,43313.777
T1188823,59537.21
T1188824,54928.258
T1188825,44391.027
T1188826,46292.37
T1188827,32676.52
T1188828,34770.793
T1188829,34191.164
T1188830,18821.01
T1188831,44391.027
T1188832,34191.164
T1188833,39651.5
T1188834,23292.162
T1188835,34770.793
T1188836,27195.28
T1188837,34690.83
T1188838,26381.44
T1188839,18821.01
T1188840,25667.453
T1188841,43337.227
T1188842,34191.164
T1188843,34414.523
T1188844,43313.777
T1188845,37290.383
T1188846,29462.072
T1188847,37946.17
T1188848,34191.164
T1188849,28253.648
T1188850,47105.797
T1188851,46292.37
T1188852,44391.027
T1188853,34191.164
T1188854,34414.523
T1188855,34770.793
T1188856,25579.508
T1188857,39651.5
T1188858,44391.027
T1188859,41330.45
T1188860,45473.785
T1188861,34191.164
T1188862,29301.29
T1188863,20923.104
T1188864,44391.027
T1188865,34414.523
T1188866,32676.52
T1188867,34770.793
T1188868,32676.52
T1188869,27195.28
T1188870,27195.28
T1188871,43337.227
T1188872,29462.072
T1188873,34191.164
T1188874,34191.164
T1188875,50845.01
T1188876,34770.793
T1188877,32676.52
T1188878,32676.52
T1188879,26381.44
T1188880,59537.21
T1188881,34414.523
T1188882,59537.21
T1188883,45473.785
T1188884,50845.01
T1188885,37290.383
T1188886,27160.139
T1188887,31664.336
T1188888,29301.29
T1188889,21629.074
T1188890,45473.785
T1188891,27195.28
T1188892,34191.164
T1188893,25667.453
T1188894,69453.84
T1188895,34191.164
T1188896,28714.564
T1188897,32676.52
T1188898,75741.93
T1188899,34770.793
T1188900,32676.52
T1188901,32676.52
T1188902,50845.01
T1188903,54928.258
T1188904,41330.45
T1188905,27160.139
T1188906,34770.793
T1188907,23025.732
T1188908,34191.164
T1188909,59537.21
T1188910,34191.164
T1188911,47105.797
T1188912,59537.21
T1188913,71761.734
T1188914,34770.793
T1188915,25239.96
T1188916,34770.793
T1188917,44036.973
T1188918,25667.453
T1188919,53218.875
T1188920,34191.164
T1188921,44391.027
T1188922,23025.732
T1188923,37290.383
T1188924,34770.793
T1188925,18821.01
T1188926,51707.68
T1188927,50845.01
T1188928,44519.258
T1188929,34414.523
T1188930,54928.258
T1188931,28020.086
T1188932,58495.305
T1188933,29462.072
T1188934,34191.164
T1188935,25667.453
T1188936,34883.406
T1188937,29301.29
T1188938,28253.648
T1188939,37946.17
T1188940,37290.383
T1188941,50845.01
T1188942,29462.072
T1188943,32676.52
T1188944,43313.777
T1188945,54928.258
T1188946,44391.027
T1188947,23025.732
T1188948,21629.074
T1188949,43313.777
T1188950,32676.52
T1188951,45636.562
T1188952,27160.139
T1188953,27195.28
T1188954,34191.164
T1188955,46644.258
T1188956,39936.195
T1188957,34770.793
T1188958,44391.027
T1188959,75741.93
T1188960,50845.01
T1188961,45473.785
T1188962,34191.164
T1188963,59537.21
T1188964,34191.164
T1188965,54928.258
T1188966,29462.072
T1188967,34191.164
T1188968,54928.258
T1188969,43313.777
T1188970,59537.21
T1188971,37290.383
T1188972,25523.383
T1188973,34770.793
T1188974,69453.84
T1188975,59537.21
T1188976,34770.793
T1188977,37946.17
T1188978,18821.01
T1188979,54928.258
T1188980,59537.21
T1188981,32676.52
T1188982,34191.164
T1188983,39651.5
T1188984,34770.793
T1188985,25239.96
T1188986,40570.7
T1188987,43313.777
T1188988,59537.21
T1188989,34414.523
T1188990,39651.5
T1188991,26381.44
T1188992,34770.793
T1188993,29301.29
T1188994,31664.336
T1188995,21629.074
T1188996,49980.055
T1188997,34770.793
T1188998,45971.0
T1188999,27195.28
T1189000,23025.732
T1189001,34414.523
T1189002,26381.44
T1189003,59537.21
T1189004,51707.68
T1189005,18821.01
T1189006,24706.55
T1189007,34191.164
T1189008,59537.21
T1189009,25239.96
T1189010,29301.29
T1189011,59537.21
T1189012,59537.21
T1189013,29301.29
T1189014,27872.49
T1189015,29481.588
T1189016,59537.21
T1189017,34770.793
T1189018,29301.29
T1189019,34414.523
T1189020,39651.5
T1189021,45636.562
T1189022,29462.072
T1189023,34414.523
T1189024,28253.648
T1189025,27160.139
T1189026,59537.21
T1189027,34414.523
T1189028,50845.01
T1189029,20051.148
T1189030,29301.29
T1189031,44391.027
T1189032,23292.162
T1189033,32676.52
T1189034,54928.258
T1189035,29301.29
T1189036,44391.027
T1189037,29301.29
T1189038,34191.164
T1189039,34414.523
T1189040,28714.564
T1189041,44391.027
T1189042,45473.785
T1189043,44391.027
T1189044,32676.52
T1189045,59537.21
T1189046,29481.588
T1189047,46292.37
T1189048,34770.793
T1189049,37946.17
T1189050,29462.072
T1189051,34770.793
T1189052,37946.17
T1189053,34191.164
T1189054,59537.21
T1189055,50845.01
T1189056,34883.406
T1189057,32676.52
T1189058,59537.21
T1189059,44391.027
T1189060,34191.164
T1189061,69453.84
T1189062,34191.164
T1189063,59537.21
T1189064,34414.523
T1189065,46292.37
T1189066,34414.523
T1189067,32676.52
T1189068,29462.072
T1189069,29301.29
T1189070,44391.027
T1189071,28253.648
T1189072,34770.793
T1189073,50845.01
T1189074,23025.732
T1189075,34191.164
T1189076,59537.21
T1189077,25579.508
T1189078,32676.52
T1189079,37946.17
T1189080,29301.29
T1189081,54928.258
T1189082,43337.227
T1189083,59537.21
T1189084,29462.072
T1189085,34191.164
T1189086,34414.523
T1189087,34414.523
T1189088,37290.383
T1189089,34770.793
T1189090,34191.164
T1189091,34414.523
T1189092,34191.164
T1189093,34191.164
T1189094,25667.453
T1189095,59537.21
T1189096,43143.812
T1189097,32676.52
T1189098,24706.55
T1189099,32676.52
T1189100,54928.258
T1189101,29301.29
T1189102,37290.383
T1189103,34414.523
T1189104,59537.21
T1189105,49980.055
T1189106,27872.49
T1189107,37946.17
T1189108,34770.793
T1189109,44577.48
T1189110,44391.027
T1189111,32676.52
T1189112,34191.164
T1189113,22587.873
T1189114,25579.508
T1189115,32676.52
T1189116,50845.01
T1189117,25579.508
T1189118,32676.52
T1189119,25667.453
T1189120,37290.383
T1189121,21629.074
T1189122,44391.027
T1189123,29301.29
T1189124,34191.164
T1189125,34770.793
T1189126,28253.648
T1189127,45473.785
T1189128,58495.305
T1189129,34770.793
T1189130,34770.793
T1189131,54928.258
T1189132,32287.281
T1189133,23025.732
T1189134,44391.027
T1189135,32676.52
T1189136,36187.76
T1189137,25239.96
T1189138,34770.793
T1189139,26164.77
T1189140,53218.875
T1189141,41330.45
T1189142,64751.26
T1189143,28253.648
T1189144,34883.406
T1189145,29462.072
T1189146,18821.01
T1189147,37946.17
T1189148,34414.523
T1189149,44519.258
T1189150,34191.164
T1189151,34191.164
T1189152,47105.797
T1189153,58495.305
T1189154,58495.305
T1189155,37946.17
T1189156,50845.01
T1189157,34191.164
T1189158,51707.68
T1189159,34191.164
T1189160,27195.28
T1189161,36966.293
T1189162,34770.793
T1189163,21629.074
T1189164,34414.523
T1189165,34414.523
T1189166,28253.648
T1189167,32676.52
T1189168,44391.027
T1189169,27160.139
T1189170,34191.164
T1189171,27195.28
T1189172,71761.734
T1189173,50845.01
T1189174,23025.732
T1189175,44391.027
T1189176,34191.164
T1189177,32287.281
T1189178,28253.648
T1189179,34191.164
T1189180,34770.793
T1189181,28253.648
T1189182,50845.01
T1189183,34770.793
T1189184,27195.28
T1189185,29301.29
T1189186,44391.027
T1189187,40570.7
T1189188,34191.164
T1189189,46644.258
T1189190,43313.777
T1189191,59537.21
T1189192,59537.21
T1189193,34770.793
T1189194,34414.523
T1189195,59537.21
T1189196,34414.523
T1189197,43313.777
T1189198,43337.227
T1189199,34191.164
T1189200,29301.29
T1189201,39651.5
T1189202,32287.281
T1189203,34414.523
T1189204,59537.21
T1189205,41330.45
T1189206,29462.072
T1189207,34770.793
T1189208,36966.293
T1189209,59537.21
T1189210,41330.45
T1189211,37290.383
T1189212,59537.21
T1189213,25667.453
T1189214,41330.45
T1189215,59537.21
T1189216,34191.164
T1189217,49980.055
T1189218,39651.5
T1189219,34191.164
T1189220,46292.37
T1189221,39651.5
T1189222,25523.383
T1189223,44408.273
T1189224,34883.406
T1189225,25239.96
T1189226,50845.01
T1189227,18821.01
T1189228,46292.37
T1189229,18821.01
T1189230,59537.21
T1189231,45971.0
T1189232,29462.072
T1189233,34414.523
T1189234,44577.48
T1189235,23292.162
T1189236,59537.21
T1189237,34770.793
T1189238,32676.52
T1189239,34770.793
T1189240,45636.562
T1189241,34770.793
T1189242,45636.562
T1189243,18821.01
T1189244,18821.01
T1189245,44036.973
T1189246,34414.523
T1189247,21629.074
T1189248,34191.164
T1189249,59537.21
T1189250,59537.21
T1189251,18821.01
T1189252,39651.5
T1189253,50845.01
T1189254,43313.777
T1189255,46644.258
T1189256,20923.104
T1189257,29462.072
T1189258,58495.305
T1189259,34414.523
T1189260,34690.83
T1189261,44391.027
T1189262,39651.5
T1189263,45473.785
T1189264,37946.17
T1189265,18821.01
T1189266,75741.93
T1189267,59537.21
T1189268,26381.44
T1189269,32676.52
T1189270,34770.793
T1189271,35345.594
T1189272,34414.523
T1189273,50845.01
T1189274,34191.164
T1189275,50845.01
T1189276,50845.01
T1189277,46292.37
T1189278,33488.8
T1189279,31664.336
T1189280,34770.793
T1189281,20051.148
T1189282,32676.52
T1189283,27160.139
T1189284,54928.258
T1189285,29301.29
T1189286,34770.793
T1189287,34770.793
T1189288,59537.21
T1189289,58495.305
T1189290,26381.44
T1189291,44391.027
T1189292,45473.785
T1189293,37290.383
T1189294,28020.086
T1189295,21629.074
T1189296,47105.797
T1189297,34770.793
T1189298,54928.258
T1189299,34770.793
T1189300,39651.5
T1189301,27195.28
T1189302,34191.164
T1189303,34191.164
T1189304,29301.29
T1189305,20923.104
T1189306,37290.383
T1189307,29301.29
T1189308,34414.523
T1189309,75741.93
T1189310,34191.164
T1189311,54928.258
T1189312,20051.148
T1189313,69366.47
T1189314,58495.305
T1189315,75741.93
T1189316,18821.01
T1189317,43313.777
T1189318,59537.21
T1189319,45473.785
T1189320,34191.164
T1189321,59537.21
T1189322,24706.55
T1189323,29462.072
T1189324,46292.37
T1189325,21629.074
T1189326,34191.164
T1189327,32676.52
T1189328,37290.383
T1189329,44519.258
T1189330,45636.562
T1189331,29462.072
T1189332,44391.027
T1189333,33321.21
T1189334,34770.793
T1189335,39651.5
T1189336,29462.072
T1189337,29462.072
T1189338,23292.162
T1189339,25239.96
T1189340,34191.164
T1189341,43313.777
T1189342,54928.258
T1189343,25239.96
T1189344,34414.523
T1189345,44391.027
T1189346,34191.164
T1189347,34414.523
T1189348,34414.523
T1189349,59537.21
T1189350,28253.648
T1189351,44577.48
T1189352,34414.523
T1189353,34770.793
T1189354,24706.55
T1189355,54928.258
T1189356,59537.21
T1189357,29462.072
T1189358,59537.21
T1189359,75741.93
T1189360,71761.734
T1189361,51707.68
T1189362,23025.732
T1189363,58997.055
T1189364,27160.139
T1189365,37290.383
T1189366,28020.086
T1189367,29301.29
T1189368,34191.164
T1189369,29481.588
T1189370,34191.164
T1189371,22587.873
T1189372,40568.797
T1189373,44036.973
T1189374,28714.564
T1189375,45473.785
T1189376,59537.21
T1189377,37946.17
T1189378,59537.21
T1189379,34414.523
T1189380,39936.195
T1189381,43337.227
T1189382,45473.785
T1189383,34191.164
T1189384,69453.84
T1189385,44391.027
T1189386,34770.793
T1189387,44391.027
T1189388,59537.21
T1189389,47105.797
T1189390,44391.027
T1189391,28253.648
T1189392,27160.139
T1189393,28714.564
T1189394,39294.965
T1189395,34191.164
T1189396,34770.793
T1189397,54928.258
T1189398,29481.588
T1189399,44577.48
T1189400,54928.258
T1189401,59537.21
T1189402,20051.148
T1189403,29301.29
T1189404,34414.523
T1189405,40739.332
T1189406,23025.732
T1189407,26381.44
T1189408,23025.732
T1189409,37946.17
T1189410,34191.164
T1189411,69453.84
T1189412,59537.21
T1189413,59537.21
T1189414,34191.164
T1189415,25239.96
T1189416,50845.01
T1189417,45473.785
T1189418,25667.453
T1189419,37290.383
T1189420,34770.793
T1189421,29301.29
T1189422,20051.148
T1189423,29301.29
T1189424,29462.072
T1189425,28020.086
T1189426,24690.582
T1189427,43313.777
T1189428,44391.027
T1189429,40568.797
T1189430,32676.52
T1189431,44391.027
T1189432,45636.562
T1189433,54928.258
T1189434,59537.21
T1189435,34770.793
T1189436,44391.027
T1189437,37290.383
T1189438,20051.148
T1189439,75741.93
T1189440,59537.21
T1189441,18821.01
T1189442,31664.336
T1189443,44391.027
T1189444,32676.52
T1189445,29462.072
T1189446,34191.164
T1189447,29462.072
T1189448,59537.21
T1189449,27872.49
T1189450,34191.164
T1189451,45473.785
T1189452,29228.836
T1189453,59537.21
T1189454,49980.055
T1189455,26381.44
T1189456,32676.52
T1189457,45473.785
T1189458,43313.777
T1189459,59537.21
T1189460,28020.086
T1189461,18821.01
T1189462,54928.258
T1189463,47105.797
T1189464,34770.793
T1189465,47105.797
T1189466,34414.523
T1189467,29301.29
T1189468,35345.594
T1189469,54928.258
T1189470,28253.648
T1189471,21629.074
T1189472,20051.148
T1189473,29301.29
T1189474,45636.562
T1189475,44577.48
T1189476,27160.139
T1189477,54928.258
T1189478,20051.148
T1189479,34770.793
T1189480,59537.21
T1189481,24706.55
T1189482,28020.086
T1189483,34770.793
T1189484,34414.523
T1189485,33321.21
T1189486,44391.027
T1189487,59537.21
T1189488,46292.37
T1189489,59537.21
T1189490,58495.305
T1189491,32676.52
T1189492,23025.732
T1189493,24706.55
T1189494,34414.523
T1189495,32676.52
T1189496,32676.52
T1189497,44391.027
T1189498,24706.55
T1189499,34770.793
T1189500,26381.44
T1189501,43143.812
T1189502,34414.523
T1189503,69453.84
T1189504,50845.01
T1189505,26381.44
T1189506,25667.453
T1189507,34191.164
T1189508,50845.01
T1189509,50845.01
T1189510,54928.258
T1189511,29301.29
T1189512,59537.21
T1189513,33488.8
T1189514,34770.793
T1189515,34414.523
T1189516,34770.793
T1189517,39651.5
T1189518,46292.37
T1189519,20923.104
T1189520,29301.29
T1189521,46644.258
T1189522,20923.104
T1189523,29462.072
T1189524,45636.562
T1189525,28020.086
T1189526,58495.305
T1189527,34414.523
T1189528,44577.48
T1189529,59537.21
T1189530,34690.83
T1189531,44036.973
T1189532,18821.01
T1189533,37290.383
T1189534,54928.258
T1189535,43313.777
T1189536,71761.734
T1189537,43337.227
T1189538,34191.164
T1189539,29301.29
T1189540,39651.5
T1189541,59537.21
T1189542,32287.281
T1189543,34770.793
T1189544,59537.21
T1189545,34414.523
T1189546,29462.072
T1189547,41330.45
T1189548,43313.777
T1189549,44391.027
T1189550,50845.01
T1189551,39651.5
T1189552,34414.523
T1189553,29462.072
T1189554,59537.21
T1189555,44577.48
T1189556,25667.453
T1189557,23292.162
T1189558,59537.21
T1189559,34770.793
T1189560,32676.52
T1189561,34770.793
T1189562,25239.96
T1189563,45636.562
T1189564,34770.793
T1189565,29481.588
T1189566,40739.332
T1189567,18821.01
T1189568,34414.523
T1189569,40568.797
T1189570,44391.027
T1189571,21629.074
T1189572,45636.562
T1189573,24690.582
T1189574,34191.164
T1189575,34191.164
T1189576,59537.21
T1189577,59537.21
T1189578,34191.164
T1189579,18821.01
T1189580,18821.01
T1189581,21629.074
T1189582,34770.793
T1189583,36966.293
T1189584,39651.5
T1189585,59537.21
T1189586,27195.28
T1189587,34191.164
T1189588,29301.29
T1189589,34191.164
T1189590,45473.785
T1189591,37946.17
T1189592,37290.383
T1189593,29301.29
T1189594,43337.227
T1189595,34414.523
T1189596,75741.93
T1189597,34191.164
T1189598,37946.17
T1189599,54928.258
T1189600,20051.148
T1189601,69366.47
T1189602,28714.564
T1189603,58495.305
T1189604,75741.93
T1189605,40568.797
T1189606,44519.258
T1189607,34191.164
T1189608,37290.383
T1189609,32676.52
T1189610,34191.164
T1189611,28253.648
T1189612,34770.793
T1189613,37946.17
T1189614,45473.785
T1189615,59537.21
T1189616,41330.45
T1189617,29462.072
T1189618,59537.21
T1189619,18821.01
T1189620,25667.453
T1189621,44391.027
T1189622,59537.21
T1189623,41330.45
T1189624,49980.055
T1189625,34191.164
T1189626,34770.793
T1189627,39651.5
T1189628,59537.21
T1189629,29462.072
T1189630,46292.37
T1189631,39651.5
T1189632,29462.072
T1189633,25523.383
T1189634,25239.96
T1189635,44408.273
T1189636,34883.406
T1189637,58997.055
T1189638,50845.01
T1189639,46292.37
T1189640,39651.5
T1189641,34191.164
T1189642,39294.965
T1189643,25239.96
T1189644,34770.793
T1189645,37290.383
T1189646,29462.072
T1189647,29301.29
T1189648,34191.164
T1189649,36966.293
T1189650,39936.195
T1189651,34770.793
T1189652,45971.0
T1189653,53218.875
T1189654,41330.45
T1189655,71761.734
T1189656,43337.227
T1189657,29301.29
T1189658,26164.77
T1189659,34191.164
T1189660,59537.21
T1189661,34191.164
T1189662,29301.29
T1189663,44391.027
T1189664,54928.258
T1189665,23292.162
T1189666,32676.52
T1189667,64751.26
T1189668,34414.523
T1189669,18821.01
T1189670,50845.01
T1189671,23025.732
T1189672,34770.793
T1189673,28253.648
T1189674,29462.072
T1189675,25579.508
T1189676,44391.027
T1189677,34414.523
T1189678,50845.01
T1189679,34191.164
T1189680,45473.785
T1189681,34883.406
T1189682,34770.793
T1189683,44391.027
T1189684,23025.732
T1189685,34770.793
T1189686,34191.164
T1189687,37946.17
T1189688,32287.281
T1189689,34414.523
T1189690,23025.732
T1189691,27160.139
T1189692,69453.84
T1189693,32676.52
T1189694,54928.258
T1189695,34414.523
T1189696,34414.523
T1189697,54928.258
T1189698,50845.01
T1189699,32676.52
T1189700,34414.523
T1189701,34770.793
T1189702,58495.305
T1189703,59537.21
T1189704,29301.29
T1189705,28253.648
T1189706,44391.027
T1189707,21629.074
T1189708,28253.648
T1189709,32287.281
T1189710,29481.588
T1189711,34770.793
T1189712,27195.28
T1189713,34414.523
T1189714,34414.523
T1189715,25239.96
T1189716,37290.383
T1189717,34191.164
T1189718,44391.027
T1189719,34191.164
T1189720,34770.793
T1189721,25579.508
T1189722,44036.973
T1189723,34770.793
T1189724,36187.76
T1189725,28253.648
T1189726,51707.68
T1189727,59537.21
T1189728,27195.28
T1189729,59537.21
T1189730,34191.164
T1189731,45473.785
T1189732,34191.164
T1189733,50845.01
T1189734,25667.453
T1189735,34191.164
T1189736,54928.258
T1189737,46644.258
T1189738,43313.777
